gene_id,name,chrom,start,end,strand,length_bp,source_sheet,source_row,source_chrom,source_start,source_end
yafQ:245961-246239:-,yafQ,NC_000913.3,245960,246239,-,279,Supplementary Table 1,3554,MG1655,245961,246239
ygjI:3226234-3227667:+,ygjI,NC_000913.3,3226233,3227667,+,1434,Supplementary Table 1,3555,MG1655,3226234,3227667
cedA:1813421-1813663:-,cedA,NC_000913.3,1813420,1813663,-,243,Supplementary Table 1,3556,MG1655,1813421,1813663
nrfB:4289245-4289811:+,nrfB,NC_000913.3,4289244,4289811,+,567,Supplementary Table 1,3557,MG1655,4289245,4289811
yfeY:2550641-2551216:-,yfeY,NC_000913.3,2550640,2551216,-,576,Supplementary Table 1,3558,MG1655,2550641,2551216
murD:97087-98403:+,murD,NC_000913.3,97086,98403,+,1317,Supplementary Table 1,3559,MG1655,97087,98403
nemA:1726659-1727756:+,nemA,NC_000913.3,1726658,1727756,+,1098,Supplementary Table 1,3560,MG1655,1726659,1727756
micF:2313084-2313176:+,micF,NC_000913.3,2313083,2313176,+,93,Supplementary Table 1,3561,MG1655,2313084,2313176
ybdK:606265-607383:-,ybdK,NC_000913.3,606264,607383,-,1119,Supplementary Table 1,3562,MG1655,606265,607383
waaL:3796948-3798207:+,waaL,NC_000913.3,3796947,3798207,+,1260,Supplementary Table 1,3563,MG1655,3796948,3798207
tyrV:1287244-1287328:-,tyrV,NC_000913.3,1287243,1287328,-,85,Supplementary Table 1,3564,MG1655,1287244,1287328
php:3507712-3508590:-,php,NC_000913.3,3507711,3508590,-,879,Supplementary Table 1,3565,MG1655,3507712,3508590
elaD:2382713-2383924:+,elaD,NC_000913.3,2382712,2383924,+,1212,Supplementary Table 1,3566,MG1655,2382713,2383924
aceK:4218596-4220332:+,aceK,NC_000913.3,4218595,4220332,+,1737,Supplementary Table 1,3567,MG1655,4218596,4220332
ugpB:3591009-3592325:-,ugpB,NC_000913.3,3591008,3592325,-,1317,Supplementary Table 1,3568,MG1655,3591009,3592325
ccmF:2292961-2294904:-,ccmF,NC_000913.3,2292960,2294904,-,1944,Supplementary Table 1,3569,MG1655,2292961,2294904
yajR:445302-446666:-,yajR,NC_000913.3,445301,446666,-,1365,Supplementary Table 1,3570,MG1655,445302,446666
wbbK:2103391-2104509:-,wbbK,NC_000913.3,2103390,2104509,-,1119,Supplementary Table 1,3571,MG1655,2103391,2104509
mlaD:3337910-3338461:-,mlaD,NC_000913.3,3337909,3338461,-,552,Supplementary Table 1,3572,MG1655,3337910,3338461
nfuA:3545624-3546199:+,nfuA,NC_000913.3,3545623,3546199,+,576,Supplementary Table 1,3573,MG1655,3545624,3546199
hisH:2094535-2095125:+,hisH,NC_000913.3,2094534,2095125,+,591,Supplementary Table 1,3574,MG1655,2094535,2095125
ldhA:1441854-1442843:-,ldhA,NC_000913.3,1441853,1442843,-,990,Supplementary Table 1,3575,MG1655,1441854,1442843
insE1:315291-315590:+,insE1,NC_000913.3,315290,315590,+,300,Supplementary Table 1,3576,MG1655,315291,315590
insE1:392602-392901:-,insE1,NC_000913.3,392601,392901,-,300,Supplementary Table 1,3577,MG1655,392602,392901
insE1:566842-567141:+,insE1,NC_000913.3,566841,567141,+,300,Supplementary Table 1,3578,MG1655,566842,567141
insE1:1095138-1095437:-,insE1,NC_000913.3,1095137,1095437,-,300,Supplementary Table 1,3579,MG1655,1095138,1095437
insE1:2170236-2170535:+,insE1,NC_000913.3,2170235,2170535,+,300,Supplementary Table 1,3580,MG1655,2170236,2170535
tfaR:1432411-1432986:+,tfaR,NC_000913.3,1432410,1432986,+,576,Supplementary Table 1,3581,MG1655,1432411,1432986
paoB:300931-301887:-,paoB,NC_000913.3,300930,301887,-,957,Supplementary Table 1,3582,MG1655,300931,301887
ygcR:2895776-2896555:-,ygcR,NC_000913.3,2895775,2896555,-,780,Supplementary Table 1,3583,MG1655,2895776,2896555
yejM:2284376-2286136:+,yejM,NC_000913.3,2284375,2286136,+,1761,Supplementary Table 1,3584,MG1655,2284376,2286136
yeeX:2079032-2079361:-,yeeX,NC_000913.3,2079031,2079361,-,330,Supplementary Table 1,3585,MG1655,2079032,2079361
cca:3201891-3203129:+,cca,NC_000913.3,3201890,3203129,+,1239,Supplementary Table 1,3586,MG1655,3201891,3203129
yeeD:2084226-2084453:-,yeeD,NC_000913.3,2084225,2084453,-,228,Supplementary Table 1,3587,MG1655,2084226,2084453
stfR:1429049-1432411:+,stfR,NC_000913.3,1429048,1432411,+,3363,Supplementary Table 1,3588,MG1655,1429049,1432411
gltB:3354725-3359185:+,gltB,NC_000913.3,3354724,3359185,+,4461,Supplementary Table 1,3589,MG1655,3354725,3359185
xdhD:3021316-3024186:+,xdhD,NC_000913.3,3021315,3024186,+,2871,Supplementary Table 1,3590,MG1655,3021316,3024186
yegV:2181096-2182061:+,yegV,NC_000913.3,2181095,2182061,+,966,Supplementary Table 1,3591,MG1655,2181096,2182061
phnI:4319599-4320663:-,phnI,NC_000913.3,4319598,4320663,-,1065,Supplementary Table 1,3592,MG1655,4319599,4320663
cynR:357791-358690:-,cynR,NC_000913.3,357790,358690,-,900,Supplementary Table 1,3593,MG1655,357791,358690
dtpA:1712769-1714271:+,dtpA,NC_000913.3,1712768,1714271,+,1503,Supplementary Table 1,3594,MG1655,1712769,1714271
ileY:2785762-2785837:-,ileY,NC_000913.3,2785761,2785837,-,76,Supplementary Table 1,3595,MG1655,2785762,2785837
torD:1061799-1062398:+,torD,NC_000913.3,1061798,1062398,+,600,Supplementary Table 1,3596,MG1655,1061799,1062398
narH:1283604-1285142:+,narH,NC_000913.3,1283603,1285142,+,1539,Supplementary Table 1,3597,MG1655,1283604,1285142
yqjC:3248969-3249337:+,yqjC,NC_000913.3,3248968,3249337,+,369,Supplementary Table 1,3598,MG1655,3248969,3249337
osmE:1821918-1822256:-,osmE,NC_000913.3,1821917,1822256,-,339,Supplementary Table 1,3599,MG1655,1821918,1822256
melB:4343369-4344790:+,melB,NC_000913.3,4343368,4344790,+,1422,Supplementary Table 1,3600,MG1655,4343369,4344790
rdlB:1269858-1269923:+,rdlB,NC_000913.3,1269857,1269923,+,66,Supplementary Table 1,3601,MG1655,1269858,1269923
ydbL:1445880-1446206:+,ydbL,NC_000913.3,1445879,1446206,+,327,Supplementary Table 1,3602,MG1655,1445880,1446206
insK:3721198-3722049:+,insK,NC_000913.3,3721197,3722049,+,852,Supplementary Table 1,3603,MG1655,3721198,3722049
rpoA:3440040-3441029:-,rpoA,NC_000913.3,3440039,3441029,-,990,Supplementary Table 1,3604,MG1655,3440040,3441029
yliE:872979-875327:+,yliE,NC_000913.3,872978,875327,+,2349,Supplementary Table 1,3605,MG1655,872979,875327
yqjI:3216779-3217402:+,yqjI,NC_000913.3,3216778,3217402,+,624,Supplementary Table 1,3606,MG1655,3216779,3217402
gtrA:2467855-2468217:+,gtrA,NC_000913.3,2467854,2468217,+,363,Supplementary Table 1,3607,MG1655,2467855,2468217
napH:2298715-2299578:-,napH,NC_000913.3,2298714,2299578,-,864,Supplementary Table 1,3608,MG1655,2298715,2299578
paaJ:1460893-1462098:+,paaJ,NC_000913.3,1460892,1462098,+,1206,Supplementary Table 1,3609,MG1655,1460893,1462098
rrrD:577613-578110:+,rrrD,NC_000913.3,577612,578110,+,498,Supplementary Table 1,3610,MG1655,577613,578110
rseX:2033649-2033739:+,rseX,NC_000913.3,2033648,2033739,+,91,Supplementary Table 1,3611,MG1655,2033649,2033739
ybiX:838530-839207:-,ybiX,NC_000913.3,838529,839207,-,678,Supplementary Table 1,3612,MG1655,838530,839207
nagD:699574-700326:-,nagD,NC_000913.3,699573,700326,-,753,Supplementary Table 1,3613,MG1655,699574,700326
uidB:1692890-1694263:-,uidB,NC_000913.3,1692889,1694263,-,1374,Supplementary Table 1,3614,MG1655,1692890,1694263
symR:4579835-4579911:+,symR,NC_000913.3,4579834,4579911,+,77,Supplementary Table 1,3615,MG1655,4579835,4579911
nudC:4196903-4197676:+,nudC,NC_000913.3,4196902,4197676,+,774,Supplementary Table 1,3616,MG1655,4196903,4197676
ulaG:4418561-4419625:-,ulaG,NC_000913.3,4418560,4419625,-,1065,Supplementary Table 1,3617,MG1655,4418561,4419625
ykfN:263150-263212:-,ykfN,NC_000913.3,263149,263212,-,63,Supplementary Table 1,3618,MG1655,263150,263212
bamD:2736146-2736883:+,bamD,NC_000913.3,2736145,2736883,+,738,Supplementary Table 1,3619,MG1655,2736146,2736883
erpA:176610-176954:+,erpA,NC_000913.3,176609,176954,+,345,Supplementary Table 1,3620,MG1655,176610,176954
bcp:2600478-2600948:+,bcp,NC_000913.3,2600477,2600948,+,471,Supplementary Table 1,3621,MG1655,2600478,2600948
rfbC:2109581-2110138:-,rfbC,NC_000913.3,2109580,2110138,-,558,Supplementary Table 1,3622,MG1655,2109581,2110138
argI:4477307-4478311:-,argI,NC_000913.3,4477306,4478311,-,1005,Supplementary Table 1,3623,MG1655,4477307,4478311
ydfO:1637047-1637457:+,ydfO,NC_000913.3,1637046,1637457,+,411,Supplementary Table 1,3624,MG1655,1637047,1637457
panB:148807-149601:-,panB,NC_000913.3,148806,149601,-,795,Supplementary Table 1,3625,MG1655,148807,149601
ugpC:3588110-3589180:-,ugpC,NC_000913.3,3588109,3589180,-,1071,Supplementary Table 1,3626,MG1655,3588110,3589180
dut:3813932-3814387:+,dut,NC_000913.3,3813931,3814387,+,456,Supplementary Table 1,3627,MG1655,3813932,3814387
entE:626070-627680:+,entE,NC_000913.3,626069,627680,+,1611,Supplementary Table 1,3628,MG1655,626070,627680
nac:2061016-2061933:-,nac,NC_000913.3,2061015,2061933,-,918,Supplementary Table 1,3629,MG1655,2061016,2061933
yhfX:3509813-3510976:-,yhfX,NC_000913.3,3509812,3510976,-,1164,Supplementary Table 1,3630,MG1655,3509813,3510976
livJ:3598555-3599658:-,livJ,NC_000913.3,3598554,3599658,-,1104,Supplementary Table 1,3631,MG1655,3598555,3599658
arsC:3650237-3650662:+,arsC,NC_000913.3,3650236,3650662,+,426,Supplementary Table 1,3632,MG1655,3650237,3650662
frdD:4379007-4379366:-,frdD,NC_000913.3,4379006,4379366,-,360,Supplementary Table 1,3633,MG1655,4379007,4379366
abgA:1403255-1404565:-,abgA,NC_000913.3,1403254,1404565,-,1311,Supplementary Table 1,3634,MG1655,1403255,1404565
ynfB:1655808-1656149:+,ynfB,NC_000913.3,1655807,1656149,+,342,Supplementary Table 1,3635,MG1655,1655808,1656149
gltK:685255-685929:-,gltK,NC_000913.3,685254,685929,-,675,Supplementary Table 1,3636,MG1655,685255,685929
yqhD:3155355-3156518:+,yqhD,NC_000913.3,3155354,3156518,+,1164,Supplementary Table 1,3637,MG1655,3155355,3156518
glpQ:2349935-2351011:-,glpQ,NC_000913.3,2349934,2351011,-,1077,Supplementary Table 1,3638,MG1655,2349935,2351011
kdpE:721056-721733:-,kdpE,NC_000913.3,721055,721733,-,678,Supplementary Table 1,3639,MG1655,721056,721733
ydcO:1504905-1506080:-,ydcO,NC_000913.3,1504904,1506080,-,1176,Supplementary Table 1,3640,MG1655,1504905,1506080
tpiA:4110740-4111507:-,tpiA,NC_000913.3,4110739,4111507,-,768,Supplementary Table 1,3641,MG1655,4110740,4111507
yqjA:3247773-3248435:+,yqjA,NC_000913.3,3247772,3248435,+,663,Supplementary Table 1,3642,MG1655,3247773,3248435
dxr:193521-194717:+,dxr,NC_000913.3,193520,194717,+,1197,Supplementary Table 1,3643,MG1655,193521,194717
paaD:1455925-1456422:+,paaD,NC_000913.3,1455924,1456422,+,498,Supplementary Table 1,3644,MG1655,1455925,1456422
yjbB:4227731-4229362:+,yjbB,NC_000913.3,4227730,4229362,+,1632,Supplementary Table 1,3645,MG1655,4227731,4229362
fadI:2459159-2460469:-,fadI,NC_000913.3,2459158,2460469,-,1311,Supplementary Table 1,3646,MG1655,2459159,2460469
ulaE:4422846-4423700:+,ulaE,NC_000913.3,4422845,4423700,+,855,Supplementary Table 1,3647,MG1655,4422846,4423700
ybiW:860174-862606:-,ybiW,NC_000913.3,860173,862606,-,2433,Supplementary Table 1,3648,MG1655,860174,862606
yraN:3295394-3295789:+,yraN,NC_000913.3,3295393,3295789,+,396,Supplementary Table 1,3649,MG1655,3295394,3295789
priA:4124612-4126810:-,priA,NC_000913.3,4124611,4126810,-,2199,Supplementary Table 1,3650,MG1655,4124612,4126810
csrB:2924156-2924524:-,csrB,NC_000913.3,2924155,2924524,-,369,Supplementary Table 1,3651,MG1655,2924156,2924524
yaeP:213925-214125:-,yaeP,NC_000913.3,213924,214125,-,201,Supplementary Table 1,3652,MG1655,213925,214125
mcbA:841796-842056:-,mcbA,NC_000913.3,841795,842056,-,261,Supplementary Table 1,3653,MG1655,841796,842056
pgsA:1992269-1992817:-,pgsA,NC_000913.3,1992268,1992817,-,549,Supplementary Table 1,3654,MG1655,1992269,1992817
ycjF:1385511-1386572:+,ycjF,NC_000913.3,1385510,1386572,+,1062,Supplementary Table 1,3655,MG1655,1385511,1386572
fhuC:169778-170575:+,fhuC,NC_000913.3,169777,170575,+,798,Supplementary Table 1,3656,MG1655,169778,170575
fabF:1151939-1153180:+,fabF,NC_000913.3,1151938,1153180,+,1242,Supplementary Table 1,3657,MG1655,1151939,1153180
rseA:2708754-2709404:-,rseA,NC_000913.3,2708753,2709404,-,651,Supplementary Table 1,3658,MG1655,2708754,2709404
lpoB:1162638-1163279:+,lpoB,NC_000913.3,1162637,1163279,+,642,Supplementary Table 1,3659,MG1655,1162638,1163279
ycdY:1099640-1100194:+,ycdY,NC_000913.3,1099639,1100194,+,555,Supplementary Table 1,3660,MG1655,1099640,1100194
hycE:2844762-2846471:-,hycE,NC_000913.3,2844761,2846471,-,1710,Supplementary Table 1,3661,MG1655,2844762,2846471
soxR:4277469-4277933:+,soxR,NC_000913.3,4277468,4277933,+,465,Supplementary Table 1,3662,MG1655,4277469,4277933
dppF:3701864-3702868:-,dppF,NC_000913.3,3701863,3702868,-,1005,Supplementary Table 1,3663,MG1655,3701864,3702868
ybjN:892957-893433:+,ybjN,NC_000913.3,892956,893433,+,477,Supplementary Table 1,3664,MG1655,892957,893433
lacZ:363231-366305:-,lacZ,NC_000913.3,363230,366305,-,3075,Supplementary Table 1,3665,MG1655,363231,366305
yqhG:3157650-3158576:+,yqhG,NC_000913.3,3157649,3158576,+,927,Supplementary Table 1,3666,MG1655,3157650,3158576
yaiY:399025-399333:-,yaiY,NC_000913.3,399024,399333,-,309,Supplementary Table 1,3667,MG1655,399025,399333
nfsB:604771-605424:-,nfsB,NC_000913.3,604770,605424,-,654,Supplementary Table 1,3668,MG1655,604771,605424
sgrS:77367-77593:+,sgrS,NC_000913.3,77366,77593,+,227,Supplementary Table 1,3669,MG1655,77367,77593
rpoC:4185350-4189573:+,rpoC,NC_000913.3,4185349,4189573,+,4224,Supplementary Table 1,3670,MG1655,4185350,4189573
yfgD:2617578-2617937:+,yfgD,NC_000913.3,2617577,2617937,+,360,Supplementary Table 1,3671,MG1655,2617578,2617937
ykfG:264256-264732:-,ykfG,NC_000913.3,264255,264732,-,477,Supplementary Table 1,3672,MG1655,264256,264732
yohJ:2230624-2231022:+,yohJ,NC_000913.3,2230623,2231022,+,399,Supplementary Table 1,3673,MG1655,2230624,2231022
ariR:1216369-1216635:+,ariR,NC_000913.3,1216368,1216635,+,267,Supplementary Table 1,3674,MG1655,1216369,1216635
gudX:2919406-2920746:-,gudX,NC_000913.3,2919405,2920746,-,1341,Supplementary Table 1,3675,MG1655,2919406,2920746
ybdD:632182-632379:+,ybdD,NC_000913.3,632181,632379,+,198,Supplementary Table 1,3676,MG1655,632182,632379
dhaK:1249768-1250838:-,dhaK,NC_000913.3,1249767,1250838,-,1071,Supplementary Table 1,3677,MG1655,1249768,1250838
yciO:1324098-1324718:+,yciO,NC_000913.3,1324097,1324718,+,621,Supplementary Table 1,3678,MG1655,1324098,1324718
dgkA:4256637-4257005:+,dgkA,NC_000913.3,4256636,4257005,+,369,Supplementary Table 1,3679,MG1655,4256637,4257005
cycA:4429864-4431276:+,cycA,NC_000913.3,4429863,4431276,+,1413,Supplementary Table 1,3680,MG1655,4429864,4431276
menH:2376834-2377592:-,menH,NC_000913.3,2376833,2377592,-,759,Supplementary Table 1,3681,MG1655,2376834,2377592
yihU:4072675-4073571:-,yihU,NC_000913.3,4072674,4073571,-,897,Supplementary Table 1,3682,MG1655,4072675,4073571
csgC:1104961-1105293:+,csgC,NC_000913.3,1104960,1105293,+,333,Supplementary Table 1,3683,MG1655,1104961,1105293
prfA:1265012-1266094:+,prfA,NC_000913.3,1265011,1266094,+,1083,Supplementary Table 1,3684,MG1655,1265012,1266094
rhaA:4094723-4095982:-,rhaA,NC_000913.3,4094722,4095982,-,1260,Supplementary Table 1,3685,MG1655,4094723,4095982
yddK:1544384-1545714:-,yddK,NC_000913.3,1544383,1545714,-,1331,Supplementary Table 1,3686,MG1655,1544384,1545714
ytfK:4439587-4439793:+,ytfK,NC_000913.3,4439586,4439793,+,207,Supplementary Table 1,3687,MG1655,4439587,4439793
yfcG:2420621-2421268:+,yfcG,NC_000913.3,2420620,2421268,+,648,Supplementary Table 1,3688,MG1655,2420621,2421268
sokX:2887354-2887409:+,sokX,NC_000913.3,2887353,2887409,+,56,Supplementary Table 1,3689,MG1655,2887354,2887409
xseA:2634232-2635602:+,xseA,NC_000913.3,2634231,2635602,+,1371,Supplementary Table 1,3690,MG1655,2634232,2635602
eptC:4148532-4150265:-,eptC,NC_000913.3,4148531,4150265,-,1734,Supplementary Table 1,3691,MG1655,4148532,4150265
obgE:3330582-3331754:-,obgE,NC_000913.3,3330581,3331754,-,1173,Supplementary Table 1,3692,MG1655,3330582,3331754
ldcC:209679-211820:+,ldcC,NC_000913.3,209678,211820,+,2142,Supplementary Table 1,3693,MG1655,209679,211820
relE:1645346-1645633:-,relE,NC_000913.3,1645345,1645633,-,288,Supplementary Table 1,3694,MG1655,1645346,1645633
sapB:1354505-1355470:-,sapB,NC_000913.3,1354504,1355470,-,966,Supplementary Table 1,3695,MG1655,1354505,1355470
yagA:280829-281983:-,yagA,NC_000913.3,280828,281983,-,1155,Supplementary Table 1,3696,MG1655,280829,281983
ygcO:2893919-2894179:+,ygcO,NC_000913.3,2893918,2894179,+,261,Supplementary Table 1,3697,MG1655,2893919,2894179
citT:645117-646580:-,citT,NC_000913.3,645116,646580,-,1464,Supplementary Table 1,3698,MG1655,645117,646580
ykgL:312112-312339:+,ykgL,NC_000913.3,312111,312339,+,228,Supplementary Table 1,3699,MG1655,312112,312339
era:2702481-2703386:-,era,NC_000913.3,2702480,2703386,-,906,Supplementary Table 1,3700,MG1655,2702481,2703386
fruA:2259719-2261410:-,fruA,NC_000913.3,2259718,2261410,-,1692,Supplementary Table 1,3701,MG1655,2259719,2261410
katG:4133835-4136015:+,katG,NC_000913.3,4133834,4136015,+,2181,Supplementary Table 1,3702,MG1655,4133835,4136015
ycbX:1006491-1007600:-,ycbX,NC_000913.3,1006490,1007600,-,1110,Supplementary Table 1,3703,MG1655,1006491,1007600
yccJ:1066864-1067091:-,yccJ,NC_000913.3,1066863,1067091,-,228,Supplementary Table 1,3704,MG1655,1066864,1067091
sseA:2652494-2653339:+,sseA,NC_000913.3,2652493,2653339,+,846,Supplementary Table 1,3705,MG1655,2652494,2653339
cysU:2541679-2542512:-,cysU,NC_000913.3,2541678,2542512,-,834,Supplementary Table 1,3706,MG1655,2541679,2542512
xisD:565858-566079:-,xisD,NC_000913.3,565857,566079,-,222,Supplementary Table 1,3707,MG1655,565858,566079
rutG:1068511-1069839:-,rutG,NC_000913.3,1068510,1069839,-,1329,Supplementary Table 1,3708,MG1655,1068511,1069839
pnp:3309033-3311168:-,pnp,NC_000913.3,3309032,3311168,-,2136,Supplementary Table 1,3709,MG1655,3309033,3311168
cheZ:1966393-1967037:-,cheZ,NC_000913.3,1966392,1967037,-,645,Supplementary Table 1,3710,MG1655,1966393,1967037
ygeI:2993638-2993856:+,ygeI,NC_000913.3,2993637,2993856,+,219,Supplementary Table 1,3711,MG1655,2993638,2993856
yibB:3792826-3793683:-,yibB,NC_000913.3,3792825,3793683,-,858,Supplementary Table 1,3712,MG1655,3792826,3793683
yqcE:2900592-2901869:+,yqcE,NC_000913.3,2900591,2901869,+,1278,Supplementary Table 1,3713,MG1655,2900592,2901869
ccmA:2297021-2297644:-,ccmA,NC_000913.3,2297020,2297644,-,624,Supplementary Table 1,3714,MG1655,2297021,2297644
cdh:4109930-4110685:+,cdh,NC_000913.3,4109929,4110685,+,756,Supplementary Table 1,3715,MG1655,4109930,4110685
narG:1279864-1283607:+,narG,NC_000913.3,1279863,1283607,+,3744,Supplementary Table 1,3716,MG1655,1279864,1283607
ybiJ:837665-837925:-,ybiJ,NC_000913.3,837664,837925,-,261,Supplementary Table 1,3717,MG1655,837665,837925
ppiD:461915-463786:+,ppiD,NC_000913.3,461914,463786,+,1872,Supplementary Table 1,3718,MG1655,461915,463786
purL:2691656-2695543:-,purL,NC_000913.3,2691655,2695543,-,3888,Supplementary Table 1,3719,MG1655,2691656,2695543
ycfQ:1168200-1168832:-,ycfQ,NC_000913.3,1168199,1168832,-,633,Supplementary Table 1,3720,MG1655,1168200,1168832
ybaP:507286-508080:-,ybaP,NC_000913.3,507285,508080,-,795,Supplementary Table 1,3721,MG1655,507286,508080
dkgB:229167-229970:+,dkgB,NC_000913.3,229166,229970,+,804,Supplementary Table 1,3722,MG1655,229167,229970
rluC:1144940-1145899:+,rluC,NC_000913.3,1144939,1145899,+,960,Supplementary Table 1,3723,MG1655,1144940,1145899
mutS:2857093-2859654:+,mutS,NC_000913.3,2857092,2859654,+,2562,Supplementary Table 1,3724,MG1655,2857093,2859654
oxyR:4158490-4159407:+,oxyR,NC_000913.3,4158489,4159407,+,918,Supplementary Table 1,3725,MG1655,4158490,4159407
fepD:621185-622189:-,fepD,NC_000913.3,621184,622189,-,1005,Supplementary Table 1,3726,MG1655,621185,622189
lpxK:968366-969352:+,lpxK,NC_000913.3,968365,969352,+,987,Supplementary Table 1,3727,MG1655,968366,969352
hcr:911182-912150:-,hcr,NC_000913.3,911181,912150,-,969,Supplementary Table 1,3728,MG1655,911182,912150
msrB:1862016-1862429:-,msrB,NC_000913.3,1862015,1862429,-,414,Supplementary Table 1,3729,MG1655,1862016,1862429
relB:1645633-1645872:-,relB,NC_000913.3,1645632,1645872,-,240,Supplementary Table 1,3730,MG1655,1645633,1645872
ybbP:520416-522830:+,ybbP,NC_000913.3,520415,522830,+,2415,Supplementary Table 1,3731,MG1655,520416,522830
ycaL:960264-961028:+,ycaL,NC_000913.3,960263,961028,+,765,Supplementary Table 1,3732,MG1655,960264,961028
moaC:818570-819055:+,moaC,NC_000913.3,818569,819055,+,486,Supplementary Table 1,3733,MG1655,818570,819055
rpsA:961995-963668:+,rpsA,NC_000913.3,961994,963668,+,1674,Supplementary Table 1,3734,MG1655,961995,963668
ydiH:1764934-1765122:-,ydiH,NC_000913.3,1764933,1765122,-,189,Supplementary Table 1,3735,MG1655,1764934,1765122
yneL:1590334-1590536:-,yneL,NC_000913.3,1590333,1590536,-,203,Supplementary Table 1,3736,MG1655,1590334,1590536
yjgZ:4501260-4501589:+,yjgZ,NC_000913.3,4501259,4501589,+,330,Supplementary Table 1,3737,MG1655,4501260,4501589
nadB:2710420-2712042:+,nadB,NC_000913.3,2710419,2712042,+,1623,Supplementary Table 1,3738,MG1655,2710420,2712042
ygiQ:3158927-3161146:-,ygiQ,NC_000913.3,3158926,3161146,-,2220,Supplementary Table 1,3739,MG1655,3158927,3161146
ddpD:1558031-1559017:-,ddpD,NC_000913.3,1558030,1559017,-,987,Supplementary Table 1,3740,MG1655,1558031,1559017
rplA:4178879-4179583:+,rplA,NC_000913.3,4178878,4179583,+,705,Supplementary Table 1,3741,MG1655,4178879,4179583
